,RunId,iteration,Step,jury_or_televoting,year,mu,sigma,ks
1516,1516,1,1,T,2022,-0.010000000000000009,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1517,1517,1,1,T,2022,-0.010000000000000009,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1518,1518,1,1,T,2022,-0.010000000000000009,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1519,1519,1,1,T,2022,-0.010000000000000009,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1520,1520,1,1,T,2022,-0.010000000000000009,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1521,1521,1,1,T,2022,-0.010000000000000009,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1522,1522,1,1,T,2022,-0.010000000000000009,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1523,1523,1,1,T,2022,-0.010000000000000009,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1524,1524,1,1,T,2022,-0.010000000000000009,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1525,1525,1,1,T,2022,-0.010000000000000009,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1526,1526,1,1,T,2022,-0.010000000000000009,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1527,1527,1,1,T,2022,-0.010000000000000009,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1528,1528,1,1,T,2022,-0.010000000000000009,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1529,1529,1,1,T,2022,-0.010000000000000009,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1530,1530,1,1,T,2022,-0.010000000000000009,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1531,1531,1,1,T,2022,-0.010000000000000009,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1532,1532,1,1,T,2022,-0.010000000000000009,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1533,1533,1,1,T,2022,0.0,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1534,1534,1,1,T,2022,0.0,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1535,1535,1,1,T,2022,0.0,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1536,1536,1,1,T,2022,0.0,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1537,1537,1,1,T,2022,0.0,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1538,1538,1,1,T,2022,0.0,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1539,1539,1,1,T,2022,0.0,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1540,1540,1,1,T,2022,0.0,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1541,1541,1,1,T,2022,0.0,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1542,1542,1,1,T,2022,0.0,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1543,1543,1,1,T,2022,0.0,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1544,1544,1,1,T,2022,0.0,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1545,1545,1,1,T,2022,0.0,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1546,1546,1,1,T,2022,0.0,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1547,1547,1,1,T,2022,0.0,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1548,1548,1,1,T,2022,0.0,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1549,1549,1,1,T,2022,0.0,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1550,1550,1,1,T,2022,0.0,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1551,1551,1,1,T,2022,0.0,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1552,1552,1,1,T,2022,0.0,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1553,1553,1,1,T,2022,0.0,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1554,1554,1,1,T,2022,0.009999999999999995,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1555,1555,1,1,T,2022,0.009999999999999995,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1556,1556,1,1,T,2022,0.009999999999999995,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1557,1557,1,1,T,2022,0.009999999999999995,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1558,1558,1,1,T,2022,0.009999999999999995,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1559,1559,1,1,T,2022,0.009999999999999995,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1560,1560,1,1,T,2022,0.009999999999999995,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1561,1561,1,1,T,2022,0.009999999999999995,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1562,1562,1,1,T,2022,0.009999999999999995,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1563,1563,1,1,T,2022,0.009999999999999995,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1564,1564,1,1,T,2022,0.009999999999999995,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1565,1565,1,1,T,2022,0.009999999999999995,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1566,1566,1,1,T,2022,0.009999999999999995,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1567,1567,1,1,T,2022,0.009999999999999995,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1568,1568,1,1,T,2022,0.009999999999999995,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1569,1569,1,1,T,2022,0.009999999999999995,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1570,1570,1,1,T,2022,0.009999999999999995,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1571,1571,1,1,T,2022,0.009999999999999995,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1572,1572,1,1,T,2022,0.009999999999999995,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1573,1573,1,1,T,2022,0.009999999999999995,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1574,1574,1,1,T,2022,0.009999999999999995,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1575,1575,1,1,T,2022,0.01999999999999999,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1576,1576,1,1,T,2022,0.01999999999999999,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1577,1577,1,1,T,2022,0.01999999999999999,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1578,1578,1,1,T,2022,0.01999999999999999,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1579,1579,1,1,T,2022,0.01999999999999999,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1580,1580,1,1,T,2022,0.01999999999999999,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1581,1581,1,1,T,2022,0.01999999999999999,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1582,1582,1,1,T,2022,0.01999999999999999,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1583,1583,1,1,T,2022,0.01999999999999999,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1584,1584,1,1,T,2022,0.01999999999999999,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1585,1585,1,1,T,2022,0.01999999999999999,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1586,1586,1,1,T,2022,0.01999999999999999,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1587,1587,1,1,T,2022,0.01999999999999999,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1588,1588,1,1,T,2022,0.01999999999999999,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1589,1589,1,1,T,2022,0.01999999999999999,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1590,1590,1,1,T,2022,0.01999999999999999,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1591,1591,1,1,T,2022,0.01999999999999999,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1592,1592,1,1,T,2022,0.01999999999999999,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1593,1593,1,1,T,2022,0.01999999999999999,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1594,1594,1,1,T,2022,0.01999999999999999,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1595,1595,1,1,T,2022,0.01999999999999999,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1596,1596,1,1,T,2022,0.03,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1597,1597,1,1,T,2022,0.03,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1598,1598,1,1,T,2022,0.03,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1599,1599,1,1,T,2022,0.03,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1600,1600,1,1,T,2022,0.03,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1601,1601,1,1,T,2022,0.03,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1602,1602,1,1,T,2022,0.03,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1603,1603,1,1,T,2022,0.03,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1604,1604,1,1,T,2022,0.03,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1605,1605,1,1,T,2022,0.03,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1606,1606,1,1,T,2022,0.03,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1607,1607,1,1,T,2022,0.03,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1608,1608,1,1,T,2022,0.03,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1609,1609,1,1,T,2022,0.03,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1610,1610,1,1,T,2022,0.03,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1611,1611,1,1,T,2022,0.03,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1612,1612,1,1,T,2022,0.03,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1613,1613,1,1,T,2022,0.03,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1614,1614,1,1,T,2022,0.03,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1615,1615,1,1,T,2022,0.03,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1616,1616,1,1,T,2022,0.04000000000000001,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1617,1617,1,1,T,2022,0.03,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1618,1618,1,1,T,2022,0.04000000000000001,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1619,1619,1,1,T,2022,0.04000000000000001,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1620,1620,1,1,T,2022,0.04000000000000001,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1621,1621,1,1,T,2022,0.04000000000000001,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1622,1622,1,1,T,2022,0.04000000000000001,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1623,1623,1,1,T,2022,0.04000000000000001,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1624,1624,1,1,T,2022,0.04000000000000001,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1625,1625,1,1,T,2022,0.04000000000000001,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1626,1626,1,1,T,2022,0.04000000000000001,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1627,1627,1,1,T,2022,0.04000000000000001,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1628,1628,1,1,T,2022,0.04000000000000001,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1629,1629,1,1,T,2022,0.04000000000000001,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1630,1630,1,1,T,2022,0.04000000000000001,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1631,1631,1,1,T,2022,0.04000000000000001,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1632,1632,1,1,T,2022,0.04000000000000001,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1633,1633,1,1,T,2022,0.04000000000000001,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1634,1634,1,1,T,2022,0.04000000000000001,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1635,1635,1,1,T,2022,0.04000000000000001,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1636,1636,1,1,T,2022,0.04000000000000001,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1637,1637,1,1,T,2022,0.04000000000000001,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1638,1638,1,1,T,2022,0.04999999999999999,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1639,1639,1,1,T,2022,0.04999999999999999,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1640,1640,1,1,T,2022,0.04999999999999999,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1641,1641,1,1,T,2022,0.04999999999999999,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1642,1642,1,1,T,2022,0.04999999999999999,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1643,1643,1,1,T,2022,0.04999999999999999,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1644,1644,1,1,T,2022,0.04999999999999999,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1645,1645,1,1,T,2022,0.04999999999999999,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1646,1646,1,1,T,2022,0.04999999999999999,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1647,1647,1,1,T,2022,0.04999999999999999,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1648,1648,1,1,T,2022,0.04999999999999999,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1649,1649,1,1,T,2022,0.04999999999999999,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1650,1650,1,1,T,2022,0.04999999999999999,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1651,1651,1,1,T,2022,0.04999999999999999,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1652,1652,1,1,T,2022,0.04999999999999999,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1653,1653,1,1,T,2022,0.04999999999999999,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1654,1654,1,1,T,2022,0.04999999999999999,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1655,1655,1,1,T,2022,0.04999999999999999,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1656,1656,1,1,T,2022,0.04999999999999999,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1657,1657,1,1,T,2022,0.04999999999999999,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1658,1658,1,1,T,2022,0.04999999999999999,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1659,1659,1,1,T,2022,0.06,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1660,1660,1,1,T,2022,0.06,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1661,1661,1,1,T,2022,0.06,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1662,1662,1,1,T,2022,0.06,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1663,1663,1,1,T,2022,0.06,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1664,1664,1,1,T,2022,0.06,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1665,1665,1,1,T,2022,0.06,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1666,1666,1,1,T,2022,0.06,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1667,1667,1,1,T,2022,0.06,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1668,1668,1,1,T,2022,0.06,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1669,1669,1,1,T,2022,0.06,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1670,1670,1,1,T,2022,0.06,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1671,1671,1,1,T,2022,0.06,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1672,1672,1,1,T,2022,0.06,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1673,1673,1,1,T,2022,0.06,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1674,1674,1,1,T,2022,0.06,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1675,1675,1,1,T,2022,0.06,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1676,1676,1,1,T,2022,0.06,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1677,1677,1,1,T,2022,0.06,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1678,1678,1,1,T,2022,0.06,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1679,1679,1,1,T,2022,0.06,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1680,1680,1,1,T,2022,0.07,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1681,1681,1,1,T,2022,0.07,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1682,1682,1,1,T,2022,0.07,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1683,1683,1,1,T,2022,0.07,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1684,1684,1,1,T,2022,0.07,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1685,1685,1,1,T,2022,0.07,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1686,1686,1,1,T,2022,0.07,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1687,1687,1,1,T,2022,0.07,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1688,1688,1,1,T,2022,0.07,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1689,1689,1,1,T,2022,0.07,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1690,1690,1,1,T,2022,0.07,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1691,1691,1,1,T,2022,0.07,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1692,1692,1,1,T,2022,0.07,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1693,1693,1,1,T,2022,0.07,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1694,1694,1,1,T,2022,0.07,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1695,1695,1,1,T,2022,0.07,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1696,1696,1,1,T,2022,0.07,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1697,1697,1,1,T,2022,0.07,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1698,1698,1,1,T,2022,0.07,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1699,1699,1,1,T,2022,0.07,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1700,1700,1,1,T,2022,0.07,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1701,1701,1,1,T,2022,0.07999999999999999,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1702,1702,1,1,T,2022,0.07999999999999999,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1703,1703,1,1,T,2022,0.07999999999999999,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1704,1704,1,1,T,2022,0.07999999999999999,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1705,1705,1,1,T,2022,0.07999999999999999,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1706,1706,1,1,T,2022,0.07999999999999999,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1707,1707,1,1,T,2022,0.07999999999999999,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1708,1708,1,1,T,2022,0.07999999999999999,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1709,1709,1,1,T,2022,0.07999999999999999,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1710,1710,1,1,T,2022,0.07999999999999999,0.045,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1711,1711,1,1,T,2022,0.07999999999999999,0.05,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1712,1712,1,1,T,2022,0.07999999999999999,0.055,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1713,1713,1,1,T,2022,0.07999999999999999,0.06,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1714,1714,1,1,T,2022,0.07999999999999999,0.065,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1715,1715,1,1,T,2022,0.07999999999999999,0.075,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1716,1716,1,1,T,2022,0.07999999999999999,0.08,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1717,1717,1,1,T,2022,0.07999999999999999,0.07,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1718,1718,1,1,T,2022,0.07999999999999999,0.085,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1719,1719,1,1,T,2022,0.07999999999999999,0.09,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1720,1720,1,1,T,2022,0.07999999999999999,0.095,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1721,1721,1,1,T,2022,0.07999999999999999,0.1,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1722,1722,1,1,T,2022,0.09,0.0,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1723,1723,1,1,T,2022,0.09,0.005,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1724,1724,1,1,T,2022,0.09,0.01,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1725,1725,1,1,T,2022,0.09,0.015,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1726,1726,1,1,T,2022,0.09,0.02,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1727,1727,1,1,T,2022,0.09,0.025,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1728,1728,1,1,T,2022,0.09,0.03,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1729,1729,1,1,T,2022,0.09,0.035,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
1730,1730,1,1,T,2022,0.09,0.04,"KstestResult(statistic=0.6676923076923077, pvalue=1.9478671550707067e-206)"
